age,workclass,final_pop_weight,education,marital_status,occupation,race,sex,capital_gain,work_hours_per_week,native_country,income
29.0,Private,37933,primary school,Separated,Other-service,Black,Female,0.0,40,United-States,1.0
56.0,Private,33323,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,84775.76698992429,40,United-States,1.0
71.0,Local-gov,229110,Highschool,Widowed,Exec-managerial,White,Female,29362.28937402621,33,United-States,1.0
20.0,Private,113511,primary school,Never-married,Transport-moving,White,Male,0.0,40,United-States,1.0
25.0,Private,333677,Highschool,Never-married,Machine-op-inspct,White,Male,187956.6447744908,36,United-States,1.0
,Private,236021,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,?,0.0
,,371089,Highschool,Never-married,?,White,Female,0.0,40,United-States,1.0
61.0,Private,115023,College,Married-civ-spouse,Prof-specialty,White,Male,0.0,50,United-States,0.0
24.0,State-gov,133586,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,0.0,40,United-States,1.0
,Private,91137,primary school,Never-married,Other-service,Black,Female,0.0,40,United-States,1.0
27.0,Private,105598,Highschool,Never-married,Adm-clerical,White,Male,0.0,40,United-States,1.0
31.0,Private,204829,Highschool,Divorced,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
39.0,Private,247733,Highschool,Divorced,Armed-Forces,Black,Female,49195.44784925685,16,United-States,1.0
36.0,,370585,Highschool,Married-civ-spouse,?,Black,Male,0.0,40,United-States,1.0
51.0,Self-emp-not-inc,103257,doctorate,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,1.0
52.0,Private,178915,Highschool,Never-married,Exec-managerial,White,Female,0.0,40,United-States,1.0
49.0,Private,54260,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
43.0,Private,55395,College,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
49.0,Private,318331,Highschool,Divorced,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
19.0,Private,195985,Highschool,Never-married,Other-service,White,Female,0.0,40,United-States,1.0
44.0,Self-emp-not-inc,38876,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,40,United-States,1.0
67.0,Self-emp-inc,81413,Highschool,Married-civ-spouse,Transport-moving,White,Male,0.0,40,United-States,1.0
58.0,Private,172618,doctorate,Married-civ-spouse,Prof-specialty,White,Male,79215.67268964135,45,United-States,0.0
61.0,Private,423297,primary school,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
55.0,Local-gov,88856,primary school,Never-married,Other-service,Black,Female,0.0,40,United-States,1.0
23.0,,169104,doc,Never-married,?,Asian-Pac-Islander,Male,0.0,16,Philippines,1.0
35.0,Federal-gov,39207,Highschool,Never-married,Adm-clerical,White,Male,46663.623053947085,40,United-States,1.0
35.0,Private,340018,primary school,Never-married,Other-service,Black,Female,0.0,38,United-States,1.0
20.0,State-gov,30796,College,Never-married,Adm-clerical,White,Female,57219.84071151609,10,United-States,1.0
51.0,Private,155403,Highschool,Married-civ-spouse,Adm-clerical,Black,Female,122370.05289066488,40,United-States,1.0
23.0,Private,238092,Bachelors,Never-married,Prof-specialty,White,Male,0.0,40,United-States,1.0
,Private,225605,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,24,United-States,1.0
36.0,Private,289148,College,Divorced,Other-service,White,Female,0.0,40,United-States,1.0
47.0,Private,339863,Highschool,Married-civ-spouse,Sales,White,Male,0.0,45,United-States,0.0
27.0,Private,178778,Bachelors,Never-married,Sales,White,Male,0.0,80,United-States,0.0
29.0,Private,568490,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
21.0,State-gov,129345,College,Never-married,Armed-Forces,White,Male,77053.56923962325,-1,United-States,1.0
18.0,Private,447882,College,Never-married,Adm-clerical,White,Female,22808.894753285684,20,United-States,1.0
24.0,Private,314165,College,Never-married,Exec-managerial,White,Male,1581.7247865106983,20,United-States,1.0
39.0,Federal-gov,382859,Highschool,Married-civ-spouse,Craft-repair,White,Male,28838.743004109605,40,United-States,0.0
51.0,State-gov,82504,College,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,1.0
62.0,Private,209844,College,Divorced,Adm-clerical,White,Female,0.0,30,United-States,1.0
49.0,Private,62546,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,19566.691090985456,40,United-States,0.0
20.0,Private,228686,primary school,Married-civ-spouse,Other-service,White,Male,136281.73979298578,40,United-States,1.0
24.0,Private,326587,College,Never-married,Sales,White,Male,0.0,40,United-States,1.0
,Private,202091,Highschool,Never-married,Exec-managerial,White,Female,0.0,40,United-States,1.0
54.0,Self-emp-not-inc,310774,Bachelors,Married-civ-spouse,Sales,White,Male,87356.76357873874,40,United-States,1.0
25.0,Private,450246,Highschool,Never-married,Craft-repair,White,Male,0.0,40,United-States,1.0
,,84375,Highschool,Married-civ-spouse,?,White,Female,0.0,45,United-States,1.0
43.0,Private,142444,College,Divorced,Sales,White,Female,0.0,55,United-States,0.0
24.0,Private,192766,Highschool,Married-civ-spouse,Handlers-cleaners,White,Male,108875.8085885795,40,United-States,1.0
18.0,Private,53109,primary school,Never-married,Other-service,Amer-Indian-Eskimo,Male,0.0,20,United-States,1.0
45.0,Self-emp-inc,121836,College,Married-civ-spouse,Prof-specialty,White,Female,5199.146447808033,40,?,0.0
45.0,Self-emp-not-inc,298130,Highschool,Married-civ-spouse,Exec-managerial,White,Male,0.0,25,United-States,1.0
26.0,Private,135645,Bachelors,Never-married,Sales,White,Male,0.0,40,United-States,1.0
47.0,Private,265275,College,Never-married,Other-service,White,Male,0.0,40,United-States,1.0
54.0,,410114,Highschool,Married-civ-spouse,?,White,Male,0.0,40,United-States,1.0
21.0,Without-pay,232719,Highschool,Never-married,Craft-repair,Black,Male,19716.55593831856,40,United-States,1.0
29.0,Private,167716,Highschool,Divorced,Other-service,White,Female,0.0,99,United-States,1.0
68.0,Private,107627,College,Married-civ-spouse,Prof-specialty,White,Male,0.0,15,United-States,1.0
21.0,Private,129674,College,Never-married,Exec-managerial,Black,Male,0.0,48,Mexico,1.0
28.0,Self-emp-inc,114053,College,Never-married,Exec-managerial,White,Male,0.0,30,United-States,1.0
46.0,Private,202560,Highschool,Married-civ-spouse,Exec-managerial,White,Female,0.0,40,United-States,0.0
35.0,Private,219902,Highschool,Separated,Transport-moving,Black,Female,0.0,48,United-States,1.0
50.0,Self-emp-not-inc,192654,primary school,Never-married,Craft-repair,White,Male,62166.55143339295,25,United-States,1.0
48.0,Self-emp-inc,238966,College,Divorced,Exec-managerial,White,Male,18566.70680464335,40,United-States,1.0
17.0,,112942,primary school,Never-married,?,White,Male,15531.745434064993,40,United-States,1.0
23.0,Private,161874,College,Never-married,Exec-managerial,Black,Male,39774.33874745423,40,United-States,1.0
53.0,Private,260106,Highschool,Widowed,Sales,White,Female,0.0,30,United-States,1.0
,Self-emp-inc,240374,Masters,Married-civ-spouse,Sales,White,Male,54840.81300309856,40,United-States,0.0
32.0,,251612,primary school,Never-married,?,White,Female,58887.60546763854,45,Mexico,1.0
53.0,Private,223696,primary school,Separated,Handlers-cleaners,Other,Male,0.0,56,Dominican-Republic,1.0
52.0,Private,176134,Highschool,Married-civ-spouse,Machine-op-inspct,Black,Male,0.0,48,United-States,1.0
38.0,Private,186959,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0.0,50,United-States,1.0
43.0,Private,456236,Masters,Married-civ-spouse,Exec-managerial,White,Male,0.0,50,United-States,0.0
35.0,Private,98948,Bachelors,Married-civ-spouse,Other-service,White,Female,3351.9874324530183,32,United-States,1.0
41.0,Private,166662,doctorate,Married-civ-spouse,Exec-managerial,White,Male,0.0,50,United-States,0.0
22.0,Private,448626,College,Never-married,Sales,White,Male,0.0,40,United-States,1.0
39.0,Private,167482,Highschool,Married-civ-spouse,Other-service,White,Male,46112.84841319095,60,United-States,0.0
45.0,Private,189792,Masters,Married-civ-spouse,Sales,White,Male,0.0,40,United-States,0.0
31.0,Private,399052,primary school,Married-civ-spouse,Farming-fishing,White,Female,0.0,42,United-States,1.0
47.0,Self-emp-not-inc,152752,primary school,Married-civ-spouse,Transport-moving,White,Male,0.0,20,United-States,1.0
,Private,268545,Highschool,Married-civ-spouse,Craft-repair,Black,Male,16468.562805178055,40,Jamaica,1.0
53.0,Self-emp-inc,148532,Bachelors,Married-civ-spouse,Sales,White,Male,0.0,60,United-States,0.0
24.0,Private,225724,Bachelors,Never-married,Adm-clerical,White,Female,0.0,-1,United-States,1.0
34.0,Private,200192,College,Never-married,Other-service,White,Female,0.0,40,United-States,1.0
46.0,Self-emp-inc,170850,Highschool,Married-civ-spouse,Sales,White,Male,0.0,50,United-States,0.0
29.0,Federal-gov,224858,College,Married-civ-spouse,Armed-Forces,White,Male,21796.11138938254,60,United-States,1.0
61.0,State-gov,159908,primary school,Widowed,Other-service,White,Female,0.0,32,United-States,0.0
31.0,Private,115488,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,40,United-States,1.0
29.0,Private,1268339,Highschool,Separated,Tech-support,Black,Male,0.0,40,United-States,1.0
42.0,Private,195755,Highschool,Separated,Craft-repair,White,Male,61185.90954442103,-1,United-States,1.0
50.0,Federal-gov,186272,College,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,1.0
34.0,Private,181388,Highschool,Divorced,Adm-clerical,White,Female,16990.227220467572,40,United-States,1.0
39.0,Private,177181,primary school,Married-civ-spouse,Transport-moving,White,Male,0.0,40,United-States,1.0
74.0,Private,91488,primary school,Married-civ-spouse,Transport-moving,Black,Male,64221.79108731385,70,United-States,1.0
40.0,Private,230961,College,Married-civ-spouse,Sales,White,Male,0.0,40,United-States,1.0
40.0,Local-gov,63042,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,0.0,40,United-States,0.0
,Private,29814,primary school,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
61.0,,116230,Bachelors,Married-civ-spouse,?,White,Male,0.0,40,United-States,0.0
42.0,,167678,primary school,Married-civ-spouse,?,White,Male,0.0,22,Ecuador,1.0
28.0,Private,191088,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,50608.046840319534,40,United-States,0.0
19.0,Private,63814,College,Never-married,Adm-clerical,White,Female,0.0,68,United-States,1.0
36.0,Private,285865,doc,Separated,Other-service,Black,Female,0.0,32,United-States,1.0
33.0,,160776,Doctorate,Divorced,?,White,Female,0.0,40,France,1.0
48.0,Private,204990,Highschool,Never-married,Tech-support,Black,Female,0.0,33,Jamaica,1.0
60.0,Self-emp-inc,171315,Highschool,Divorced,Craft-repair,White,Male,0.0,40,United-States,1.0
30.0,Private,-123,Masters,Never-married,Prof-specialty,Black,Male,41838.68214463154,30,United-States,1.0
32.0,Private,103860,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0.0,50,United-States,0.0
51.0,Private,96586,College,Married-civ-spouse,Tech-support,White,Male,4151.384037638944,40,United-States,0.0
53.0,Private,202720,primary school,Separated,Machine-op-inspct,Black,Male,0.0,75,Haiti,1.0
34.0,Private,202822,Masters,Never-married,Tech-support,Black,Female,16127.719169912643,40,?,1.0
48.0,Self-emp-not-inc,379883,Masters,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,Mexico,0.0
68.0,,123464,Highschool,Married-civ-spouse,?,White,Male,0.0,45,United-States,1.0
32.0,Private,294121,doc,Divorced,Machine-op-inspct,White,Female,0.0,50,United-States,1.0
63.0,,179981,Highschool,Married-civ-spouse,?,White,Male,18543.01673479424,4,United-States,1.0
31.0,Private,234387,Highschool,Divorced,Exec-managerial,Black,Female,0.0,40,United-States,1.0
58.0,Self-emp-not-inc,154537,Bachelors,Divorced,Other-service,White,Female,0.0,20,United-States,1.0
32.0,Private,125856,doc,Married-civ-spouse,Exec-managerial,White,Male,0.0,60,United-States,0.0
32.0,Private,156015,Bachelors,Never-married,Prof-specialty,White,Male,48285.350719342365,40,United-States,1.0
40.0,Private,116632,Bachelors,Divorced,Sales,White,Male,0.0,80,United-States,1.0
38.0,Self-emp-not-inc,115215,primary school,Separated,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
30.0,Private,254905,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
21.0,Private,195532,Highschool,Never-married,Adm-clerical,White,Female,58737.2519275487,40,United-States,1.0
63.0,Private,181828,Highschool,Married-civ-spouse,Sales,White,Male,27690.961995437545,48,?,1.0
,Private,322585,Highschool,Never-married,Sales,White,Male,0.0,45,United-States,1.0
,Private,246262,College,Married-civ-spouse,Tech-support,White,Male,0.0,40,United-States,0.0
22.0,Local-gov,211129,Doctorate,Never-married,Adm-clerical,White,Female,0.0,10,?,1.0
49.0,Private,139268,College,Never-married,Craft-repair,White,Male,0.0,40,United-States,1.0
36.0,Private,188540,Bachelors,Never-married,Exec-managerial,White,Male,0.0,40,United-States,1.0
31.0,,251167,Highschool,Married-civ-spouse,?,White,Female,0.0,30,Mexico,1.0
,Private,94809,College,Divorced,Armed-Forces,White,Female,0.0,30,United-States,1.0
37.0,Local-gov,265038,doctorate,Married-civ-spouse,Prof-specialty,White,Male,30122.805196875703,60,United-States,0.0
48.0,Private,182566,Bachelors,Married-civ-spouse,Sales,Black,Male,0.0,40,United-States,0.0
41.0,Private,208470,Highschool,Married-civ-spouse,Exec-managerial,White,Male,52665.36138104874,40,United-States,0.0
36.0,Private,233571,College,Divorced,Exec-managerial,White,Female,13503.385717301531,4,United-States,1.0
29.0,Private,24562,Bachelors,Divorced,Other-service,Other,Female,15098.38908386822,40,United-States,1.0
59.0,Private,168569,doctorate,Never-married,Prof-specialty,White,Male,5995.789697170649,50,United-States,1.0
62.0,Private,167098,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,0.0
29.0,Private,271579,primary school,Never-married,Craft-repair,White,Male,73261.8940689751,40,Mexico,1.0
28.0,Private,191355,Bachelors,Married-civ-spouse,Sales,White,Male,93401.28538280875,45,United-States,0.0
42.0,State-gov,83411,Highschool,Married-civ-spouse,Exec-managerial,White,Male,48498.65918103401,40,United-States,0.0
60.0,Private,40856,Doctorate,Married-civ-spouse,Craft-repair,White,Male,0.0,46,United-States,0.0
58.0,Private,115605,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,50,United-States,0.0
27.0,Private,132326,College,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
45.0,Private,220213,Highschool,Widowed,Craft-repair,White,Female,0.0,40,United-States,1.0
50.0,Private,172511,College,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,0.0
,Private,156745,College,Married-civ-spouse,Craft-repair,Black,Male,0.0,40,United-States,1.0
39.0,Private,218916,doctorate,Divorced,Exec-managerial,White,Male,0.0,50,United-States,1.0
21.0,Private,306114,College,Never-married,Adm-clerical,White,Male,0.0,20,United-States,1.0
24.0,Private,196675,Highschool,Married-civ-spouse,Handlers-cleaners,Black,Male,0.0,70,United-States,1.0
,Self-emp-not-inc,73411,doctorate,Married-civ-spouse,Farming-fishing,White,Male,0.0,30,United-States,1.0
36.0,Private,184659,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,28572.227734655848,40,United-States,0.0
72.0,,75890,College,Widowed,?,Asian-Pac-Islander,Female,0.0,4,United-States,1.0
35.0,Private,320451,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0.0,65,Hong,0.0
33.0,Private,172498,College,Divorced,Handlers-cleaners,White,Male,0.0,40,United-States,1.0
30.0,Private,131588,Highschool,Never-married,Craft-repair,Black,Female,0.0,45,United-States,1.0
40.0,Private,124520,Doctorate,Divorced,Craft-repair,White,Male,11261.2540899197,100,United-States,0.0
26.0,Self-emp-not-inc,93806,College,Married-civ-spouse,Sales,White,Male,0.0,55,United-States,1.0
37.0,Federal-gov,173192,Doctorate,Separated,Adm-clerical,Black,Male,0.0,40,United-States,1.0
68.0,Self-emp-not-inc,198554,College,Divorced,Transport-moving,White,Female,36768.56015587982,20,United-States,1.0
45.0,Private,26502,Bachelors,Married-civ-spouse,Craft-repair,White,Male,79597.5842827403,72,United-States,0.0
56.0,Private,225267,Highschool,Married-civ-spouse,Prof-specialty,White,Male,2825.7435086642186,40,United-States,1.0
36.0,Private,150042,Highschool,Never-married,Adm-clerical,White,Female,23153.30874626474,40,United-States,1.0
38.0,Private,208358,Doctorate,Married-civ-spouse,Sales,White,Male,0.0,40,United-States,1.0
,Private,58115,Bachelors,Married-civ-spouse,Sales,White,Male,0.0,41,United-States,1.0
28.0,Private,219267,Highschool,Never-married,Other-service,White,Female,0.0,28,United-States,1.0
39.0,Federal-gov,129573,College,Married-civ-spouse,Adm-clerical,White,Male,0.0,50,United-States,1.0
26.0,Local-gov,27834,Bachelors,Never-married,Armed-Forces,White,Male,0.0,40,United-States,1.0
52.0,Self-emp-inc,415037,College,Divorced,Exec-managerial,White,Male,0.0,65,United-States,0.0
52.0,Private,191529,Bachelors,Divorced,Farming-fishing,White,Male,0.0,40,United-States,1.0
84.0,Private,132806,Highschool,Widowed,Other-service,White,Female,0.0,13,United-States,1.0
33.0,Federal-gov,137059,College,Never-married,Other-service,White,Female,0.0,10,United-States,1.0
30.0,Private,164309,Highschool,Never-married,Sales,White,Female,0.0,35,United-States,1.0
38.0,Private,40955,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,14033.912603564742,40,England,0.0
66.0,Private,141085,Highschool,Widowed,Armed-Forces,White,Female,0.0,8,United-States,1.0
62.0,Federal-gov,258124,Masters,Married-civ-spouse,Adm-clerical,White,Male,0.0,40,Italy,0.0
31.0,Private,145139,Bachelors,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,0.0
60.0,Self-emp-not-inc,146674,Highschool,Divorced,Craft-repair,Black,Male,0.0,50,?,1.0
27.0,Private,242207,Bachelors,Never-married,Tech-support,White,Female,0.0,40,United-States,1.0
37.0,,102541,Doctorate,Married-civ-spouse,?,Amer-Indian-Eskimo,Female,0.0,40,United-States,1.0
,Private,135416,College,Divorced,Adm-clerical,White,Female,0.0,40,United-States,1.0
25.0,Private,267284,Highschool,Never-married,Handlers-cleaners,White,Male,0.0,40,United-States,1.0
48.0,Private,130812,Highschool,Married-civ-spouse,Exec-managerial,White,Female,0.0,40,United-States,1.0
42.0,Self-emp-not-inc,183765,Bachelors,Never-married,Prof-specialty,White,Male,0.0,50,?,1.0
45.0,Local-gov,188823,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,50,United-States,0.0
22.0,Private,200593,College,Never-married,Sales,White,Male,0.0,40,United-States,1.0
50.0,Private,124094,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,90,Poland,1.0
21.0,Private,50411,Highschool,Never-married,Farming-fishing,White,Male,0.0,40,United-States,1.0
44.0,Local-gov,101689,College,Divorced,Adm-clerical,White,Female,0.0,40,United-States,1.0
21.0,,107801,College,Never-married,?,White,Female,0.0,6,United-States,1.0
51.0,Private,176969,Highschool,Married-civ-spouse,Machine-op-inspct,White,Male,39595.20670877731,48,United-States,1.0
30.0,Private,342709,Highschool,Separated,Craft-repair,White,Male,139929.80447177708,40,United-States,1.0
46.0,Self-emp-not-inc,368561,doc,Divorced,Craft-repair,White,Male,0.0,40,United-States,1.0
,Private,26915,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,0.0,45,United-States,0.0
57.0,Private,157974,Highschool,Never-married,Other-service,Black,Male,96176.62691631654,48,United-States,1.0
33.0,Private,183000,College,Never-married,Other-service,White,Male,40678.87508778284,24,United-States,1.0
18.0,,151463,primary school,Never-married,?,White,Male,0.0,7,United-States,1.0
28.0,Private,217200,Highschool,Never-married,Machine-op-inspct,White,Male,0.0,50,United-States,1.0
32.0,Private,31740,Masters,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,13871.222108392967,40,India,1.0
56.0,Private,35520,Highschool,Divorced,Craft-repair,White,Male,0.0,42,United-States,1.0
36.0,Private,369843,Highschool,Married-civ-spouse,Other-service,White,Male,0.0,50,United-States,1.0
34.0,Private,199227,College,Married-civ-spouse,Exec-managerial,White,Male,26627.808347537222,55,United-States,1.0
25.0,Private,254781,Bachelors,Never-married,Exec-managerial,White,Female,0.0,40,United-States,1.0
27.0,Self-emp-not-inc,70657,College,Never-married,Craft-repair,White,Male,0.0,35,United-States,1.0
33.0,Self-emp-not-inc,222162,Highschool,Married-civ-spouse,Craft-repair,White,Male,130518.53712494596,40,United-States,1.0
49.0,Self-emp-inc,94606,primary school,Married-civ-spouse,Prof-specialty,Black,Male,0.0,60,United-States,0.0
44.0,Self-emp-not-inc,104196,Highschool,Married-civ-spouse,Exec-managerial,White,Male,0.0,84,United-States,1.0
30.0,Self-emp-not-inc,455995,primary school,Never-married,Craft-repair,White,Male,0.0,45,United-States,0.0
,Private,166210,Highschool,Divorced,Craft-repair,White,Male,0.0,50,United-States,1.0
25.0,Private,198986,Bachelors,Never-married,Adm-clerical,White,Male,0.0,40,United-States,0.0
30.0,Self-emp-inc,292465,Bachelors,Never-married,Exec-managerial,White,Male,0.0,40,United-States,1.0
38.0,Private,99388,doc,Married-civ-spouse,Other-service,White,Male,0.0,40,El-Salvador,1.0
38.0,Private,698363,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
46.0,Private,154940,College,Divorced,Sales,White,Female,0.0,40,United-States,1.0
37.0,Private,401998,Highschool,Widowed,Machine-op-inspct,White,Female,0.0,20,United-States,1.0
62.0,Private,162825,Highschool,Married-civ-spouse,Exec-managerial,White,Male,0.0,40,United-States,0.0
55.0,Self-emp-not-inc,271795,Highschool,Married-civ-spouse,Other-service,White,Male,0.0,40,United-States,1.0
47.0,Self-emp-not-inc,134671,Highschool,Separated,Craft-repair,White,Male,637.802514638471,40,United-States,1.0
45.0,Private,87583,Highschool,Married-civ-spouse,Prof-specialty,White,Female,36423.46260262102,14,United-States,1.0
50.0,Private,248619,Highschool,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
,Private,130200,Highschool,Divorced,Machine-op-inspct,White,Male,0.0,40,United-States,1.0
45.0,Private,178922,Highschool,Never-married,Sales,White,Female,0.0,20,United-States,1.0
23.0,Private,51985,Highschool,Never-married,Transport-moving,White,Male,0.0,38,United-States,1.0
38.0,State-gov,104280,primary school,Married-civ-spouse,Prof-specialty,White,Male,0.0,55,United-States,0.0
27.0,Private,617860,College,Never-married,Handlers-cleaners,Black,Male,0.0,40,United-States,1.0
29.0,Private,122112,Bachelors,Married-civ-spouse,Sales,White,Female,0.0,50,United-States,1.0
45.0,Local-gov,181758,Masters,Never-married,Prof-specialty,White,Female,0.0,40,United-States,1.0
38.0,Self-emp-not-inc,140117,College,Never-married,Other-service,White,Female,0.0,20,United-States,1.0
27.0,Private,107458,Bachelors,Never-married,Prof-specialty,White,Male,0.0,40,United-States,1.0
51.0,Federal-gov,215948,College,Married-civ-spouse,Handlers-cleaners,Other,Male,0.0,40,?,1.0
44.0,Federal-gov,306440,Highschool,Divorced,Craft-repair,White,Male,0.0,40,United-States,1.0
33.0,Federal-gov,615893,Masters,Married-civ-spouse,Transport-moving,Black,Male,0.0,40,Nicaragua,1.0
32.0,Private,37210,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0.0,45,United-States,0.0
43.0,Private,196084,Masters,Married-civ-spouse,Prof-specialty,White,Male,0.0,55,United-States,1.0
45.0,Local-gov,166181,Highschool,Divorced,Other-service,Black,Female,32910.97409581096,-1,United-States,1.0
24.0,Private,232841,Highschool,Never-married,Other-service,White,Male,0.0,35,United-States,1.0
19.0,,131982,College,Never-married,?,White,Male,0.0,40,United-States,1.0
47.0,Private,408788,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,0.0
31.0,Private,181091,Bachelors,Married-civ-spouse,Sales,White,Male,37124.32967687281,40,United-States,0.0
30.0,Private,200246,Doctorate,Never-married,Craft-repair,White,Male,164925.55657234255,40,United-States,1.0
56.0,Private,282023,Highschool,Married-civ-spouse,Adm-clerical,White,Male,0.0,40,United-States,1.0
49.0,Federal-gov,128990,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,14487.534581809625,40,United-States,0.0
38.0,Private,106838,Highschool,Married-civ-spouse,Transport-moving,White,Male,0.0,40,United-States,1.0
19.0,Private,144750,College,Never-married,Adm-clerical,White,Male,12550.751008241834,18,United-States,1.0
39.0,Private,108140,Doctorate,Married-civ-spouse,Craft-repair,White,Male,0.0,40,United-States,1.0
38.0,Private,103323,Highschool,Married-civ-spouse,Exec-managerial,White,Male,55421.891271613495,40,United-States,1.0
47.0,Private,268022,Highschool,Married-civ-spouse,Transport-moving,White,Male,0.0,55,United-States,0.0
58.0,Private,197114,primary school,Married-civ-spouse,Craft-repair,White,Male,46632.50713748903,40,United-States,1.0
59.0,Local-gov,176118,Masters,Divorced,Prof-specialty,White,Male,0.0,40,United-States,0.0
24.0,Private,42401,Bachelors,Never-married,Sales,White,Male,7479.614547760308,47,United-States,1.0
53.0,State-gov,123011,Masters,Married-civ-spouse,Exec-managerial,White,Male,0.0,60,United-States,0.0
35.0,Private,210945,Highschool,Married-civ-spouse,Handlers-cleaners,White,Male,505.25464534938,50,United-States,1.0
36.0,Local-gov,130620,Highschool,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,0.0,40,China,0.0
26.0,Private,248990,Highschool,Married-civ-spouse,Craft-repair,White,Male,49150.71994544807,40,Mexico,1.0
,Private,132705,primary school,Separated,Adm-clerical,White,Male,0.0,48,United-States,1.0
29.0,Private,94892,College,Married-civ-spouse,Prof-specialty,White,Male,0.0,40,United-States,1.0
43.0,Private,141858,primary school,Married-civ-spouse,Handlers-cleaners,White,Male,0.0,40,United-States,1.0
,Private,114561,Bachelors,Separated,Prof-specialty,Asian-Pac-Islander,Female,27755.372642194237,36,Philippines,0.0
45.0,Local-gov,191776,Masters,Divorced,Prof-specialty,White,Female,16236.568272248063,40,United-States,1.0
43.0,Private,128354,Highschool,Divorced,Exec-managerial,White,Female,0.0,40,United-States,1.0
27.0,Private,37088,primary school,Never-married,Other-service,White,Male,0.0,30,United-States,1.0
21.0,Private,414812,primary school,Never-married,Craft-repair,White,Male,0.0,40,United-States,1.0
63.0,,156799,Highschool,Widowed,?,White,Female,0.0,4,United-States,1.0
41.0,Self-emp-inc,73431,Bachelors,Widowed,Prof-specialty,White,Female,0.0,40,United-States,1.0
27.0,,182386,primary school,Divorced,?,White,Female,12793.206203785188,35,United-States,1.0
33.0,Local-gov,248346,doc,Married-civ-spouse,Craft-repair,White,Male,11278.15710887982,50,United-States,1.0
37.0,Private,167482,primary school,Never-married,Craft-repair,White,Male,0.0,35,United-States,1.0
18.0,,171088,College,Never-married,?,White,Female,9565.611765874324,40,United-States,1.0
,Federal-gov,211763,primary school,Separated,Prof-specialty,Black,Female,184333.03384049545,24,United-States,0.0
20.0,Private,122166,College,Never-married,Adm-clerical,White,Female,0.0,40,United-States,1.0
47.0,Private,370119,doctorate,Married-civ-spouse,Prof-specialty,White,Male,0.0,50,United-States,0.0
36.0,Self-emp-not-inc,138940,Highschool,Married-civ-spouse,Farming-fishing,White,Male,0.0,70,United-States,1.0
38.0,Private,292307,Bachelors,Separated,Craft-repair,Black,Male,0.0,40,Dominican-Republic,1.0
47.0,Self-emp-not-inc,248776,Masters,Never-married,Exec-managerial,Black,Male,0.0,25,United-States,1.0
39.0,Private,314007,Doctorate,Married-civ-spouse,Tech-support,White,Male,0.0,40,United-States,1.0
36.0,Private,76845,Highschool,Never-married,Other-service,Black,Male,0.0,35,United-States,1.0
24.0,Private,148320,College,Married-civ-spouse,Adm-clerical,Black,Male,25241.238162638558,40,United-States,1.0
